,occupation
39254,0
39265,0
39277,23
39292,1
39303,6
39307,0
39326,7
39329,22
39342,0
39374,0
39391,0
39396,14
39407,1
39436,0
39457,6
39475,-1
39538,7
39544,0
39555,0
39584,9
39593,1
39602,0
39603,-1
39624,0
39625,1
39637,0
39650,6
39652,0
39677,1
39684,0
39686,0
39689,0
39693,-1
39709,13
39720,-1
39735,23
39766,6
39772,1
39775,0
39792,7
39795,-1
39800,0
39836,0
39886,1
39894,1
39895,0
39955,0
39963,26
39966,
39967,1
39969,
39975,7
40028,0
40040,9
40049,6
40074,9
40100,9
40109,
40135,6
40155,13
40181,4
40200,9
40296,12
40309,0
40379,0
40451,0
40635,26
40683,4
40690,8
40756,2
40838,22
40994,7
41003,18
41007,0
41169,7
41245,7
41460,0
41470,11
41523,0
41582,7
41604,23
41628,7
41637,22
41680,0
41823,7
41844,0
41852,
41869,7
41882,0
41934,7
41985,6
42012,7
42035,7
42037,15
42078,14
42112,13
42117,9
42146,7
42160,7
42178,7
42212,
42241,4
42263,0
42266,
42267,0
42308,9
42317,1
42400,7
42419,
42429,7
42447,0
42464,
42468,19
42470,
42480,7
42491,1
42495,1
42498,
42507,4
42511,0
42520,
42530,0
42615,8
42616,0
42624,19
42669,0
42675,1
42678,26
42695,5
42710,
42713,0
42718,0
42727,0
42731,0
42739,1
42742,0
42760,13
42766,0
42777,1
42779,
42792,
42793,0
42795,0
42820,0
42826,1
42833,7
42835,0
42865,0
42875,12
42883,0
42889,0
42909,1
42938,7
42945,7
42950,
42957,23
42961,0
42967,7
42986,1
42992,4
43011,0
43015,1
43041,0
43046,0
43053,0
43082,22
43084,0
43105,6
43107,1
43119,7
43130,6
43133,0
43134,0
43226,12
43228,7
43236,0
43252,1
43264,12
43290,0
43295,24
43296,0
43308,26
43322,6
43330,0
43355,9
43360,
43372,0
43388,22
43393,1
43395,9
43407,13
43408,
43424,0
43432,0
43433,-1
43466,6
43470,0
43479,7
43489,0
43493,18
43495,7
43507,22
43508,0
43510,1
43516,0
43524,0
43564,0
43575,13
43592,4
43593,1
43608,8
43638,7
43644,0
43655,1
43664,7
43665,0
43685,0
43686,7
43700,-1
43702,4
43733,0
43736,7
43742,1
43744,12
43746,15
43750,13
43760,7
43761,0
43771,1
43774,13
43788,0
43794,
43824,1
43827,
43857,
43858,14
43870,0
43874,0
43888,1
43895,1
43899,0
43900,1
43908,15
43915,26
43925,26
43935,6
43950,
43953,0
43955,0
43962,7
43967,6
44026,0
44045,0
44046,-1
44050,7
44053,0
44074,7
44093,15
44151,9
44154,1
44172,0
44195,-1
44209,15
44211,0
44215,6
44216,-1
44239,6
44244,-1
44252,1
44255,-1
44256,
44257,0
44259,0
44292,1
44296,1
44311,1
44323,
44339,
44390,1
44415,0
44420,6
44440,-1
44495,6
44509,26
44534,12
44544,6
44551,0
44575,18
44599,14
44617,0
44637,9
44645,6
44676,20
44684,4
44687,0
44730,12
44732,7
44733,0
44748,6
44752,0
44764,
44765,-1
44771,
44775,4
44780,9
44797,1
44799,6
44807,7
44820,
44824,19
44886,0
44902,16
44920,7
44950,6
44954,14
44964,6
44973,0
44986,0
44988,23
45020,22
45036,1
45052,7
45053,0
45064,
45088,7
45111,0
45129,0
45181,
45183,0
45193,26
45207,
45260,13
45269,9
45300,0
45328,1
45390,6
45405,0
45475,7
45490,9
45493,18
45524,7
45592,7
45594,1
45618,0
45679,7
45712,0
45718,21
45719,0
45729,
45734,6
45735,-1
45743,1
45755,14
45791,0
45804,0
45831,26
45911,
2430,16
2502,22
2579,12
3159,
3983,0
4057,
4104,9
10682,0
10737,0
11091,1
11236,0
11475,9
15024,0
18473,7
18581,23
18604,
18627,18
18653,7
19788,26
20072,7
20315,-1
20593,1
21278,1
22148,1
22228,7
22373,7
22391,13
22486,6
22614,21
23385,0
23790,7
26318,7
26631,1
26739,0
26783,9
26816,7
27100,22
27209,7
27518,7
27685,
28162,26
29339,-1
29944,4
30544,2
30698,7
30771,15
30813,0
30861,9
30905,9
30991,21
31191,6
31682,
31994,12
32156,7
32327,1
32358,13
32518,0
32556,19
32558,0
32801,6
33036,22
33244,1
33692,-1
34157,15
34603,0
34786,7
34934,
35245,0
35254,0
35287,13
35303,0
35311,0
35323,0
35324,
35336,12
35341,0
35345,23
35353,1
35365,
35371,15
35377,4
35389,1
35415,0
35432,15
35448,1
35467,23
35477,12
35479,26
35490,0
35496,9
35502,22
35518,1
35573,0
35576,0
35584,-1
35589,0
35593,4
35596,26
35627,12
35644,-1
35653,0
35663,19
35665,0
35671,9
35699,
35701,2
35706,6
35713,
35736,20
35745,1
35757,0
35768,
35784,1
35799,26
35832,0
35837,6
35879,0
35910,12
35912,7
35915,23
35930,18
35948,
35981,7
36005,26
36041,13
36045,7
36065,1
36067,0
36096,9
36105,0
36107,0
36129,9
36138,1
36145,-1
36157,0
36163,24
36168,
36171,9
36177,
36191,4
36212,14
36213,22
36229,15
36236,0
36238,0
36245,7
36262,0
36263,11
36264,15
36292,1
36298,8
36309,-1
36328,1
36330,0
36359,1
36382,1
36397,
36411,1
36418,
36426,0
36437,
36447,0
36457,9
36459,7
36465,13
36472,0
36475,0
36551,6
36567,0
36568,
36569,
36576,0
36600,6
36608,-1
36610,9
36622,0
36632,-1
36643,1
36649,22
36653,9
36656,0
36659,0
36661,1
36687,0
36692,21
36704,0
36709,
36716,1
36748,0
36762,12
36763,
36777,4
36779,0
36785,7
36788,1
36789,0
36821,18
36830,2
36832,6
36849,26
36861,12
36870,21
36874,0
36884,0
36901,1
36908,0
36916,7
36926,0
36935,
36937,6
36941,6
36946,15
36960,7
36969,0
36973,0
36977,12
36984,17
37000,0
37023,7
37040,0
37059,7
37077,2
37081,7
37085,6
37095,0
37106,6
37111,14
37115,12
37116,0
37117,0
37130,
37132,0
37144,0
37149,0
37153,9
37165,12
37169,1
37174,0
37178,
37179,0
37187,0
37196,6
37197,-1
37212,1
37213,0
37216,23
37218,7
37221,12
37229,
37232,13
37233,
37238,0
37246,0
37248,4
37255,21
37257,26
37270,0
37274,16
37278,1
37282,0
37283,
37285,6
37287,
37290,
37294,7
37306,6
37328,
37342,
37343,-1
37348,13
37354,0
37355,9
37358,
37366,7
37372,-1
37373,10
37387,0
37388,0
37390,0
37405,9
37408,0
37426,15
37445,7
37446,6
37450,19
37453,13
37456,4
37458,0
37459,1
37461,
37465,0
37485,
37500,0
37506,1
37515,0
37519,0
37520,0
37521,23
37523,13
37526,24
37532,1
37539,17
37544,7
37549,0
37554,0
37587,12
37590,-1
37594,-1
37599,8
37600,2
37606,7
37613,15
37617,12
37621,0
37623,8
37640,6
37645,6
37650,0
37655,
37657,-1
37670,0
37678,13
37685,6
37687,0
37697,0
37704,0
37719,1
37727,0
37729,7
37750,1
37758,15
37759,0
37761,0
37768,0
37778,9
37787,26
37798,26
37809,0
37811,0
37820,0
37828,6
37841,0
37862,0
37867,9
37882,24
37883,1
37890,0
37894,1
37896,18
37903,6
37906,-1
37916,
37918,
37925,6
37926,9
37928,0
37932,12
37942,-1
37943,
37950,
37957,6
37958,6
37973,0
37980,-1
37996,0
38007,12
38014,0
38030,1
38056,0
38058,22
38063,1
38064,9
38074,0
38081,1
38093,9
38121,1
38122,0
38131,15
38161,1
38163,0
38176,9
38177,12
38202,
38217,0
38222,0
38225,12
38233,9
38243,-1
38244,-1
38245,8
38248,13
38249,9
38265,1
38267,
38269,15
38272,
38274,0
38275,6
38288,
38296,6
38329,12
38342,7
38356,7
38367,0
38381,0
38382,7
38438,
38444,7
38454,9
38458,1
38518,0
38539,9
38550,6
38577,
38608,0
38626,9
38639,26
38641,0
38650,7
38664,12
38671,0
38677,9
38678,14
38736,7
38757,12
38775,0
38778,0
38816,0
38858,0
38866,0
38893,1
38913,8
38963,19
38979,
39008,-1
39024,4
39027,4
39028,0
39043,0
39054,0
39331,-1
39337,26
39356,0
39400,
39410,7
39462,7
39495,0
39496,14
39508,6
39614,7
39657,6
39708,9
39725,9
39821,0
39844,12
39856,0
39920,9
39925,
39947,
39995,7
40005,1
40026,0
40032,1
40050,12
40054,21
40056,6
40057,4
40072,24
40084,4
40108,4
40118,7
40120,13
40130,9
40139,0
40141,
40154,9
40158,0
40159,9
40169,1
40179,1
40205,21
40208,12
40212,
40213,23
40215,-1
40241,7
40246,18
40255,6
40259,24
40263,
40270,7
40271,7
40277,9
40283,0
40284,0
40301,0
40314,12
40316,7
40317,0
40325,9
40326,0
40336,7
40338,7
40340,0
40347,0
40348,5
40355,0
40357,9
40360,1
40367,7
40380,1
40383,15
40390,21
40394,0
40401,22
40406,0
40407,0
40408,
40409,8
40413,7
40416,0
40417,9
40421,0
40429,23
40432,7
40434,
40436,13
40439,4
40443,15
40446,26
40450,9
40455,0
40456,0
40457,
40467,19
40477,12
40482,24
40486,
40488,7
40490,1
40495,22
40502,
40503,12
40505,0
40510,6
40513,9
40514,1
40516,9
40517,
40520,1
40525,26
40527,1
40529,
40532,0
40533,24
40538,7
40540,1
40542,
40544,16
40548,6
40551,0
40554,0
40555,26
40558,1
40559,
40561,6
40562,1
40563,-1
40568,0
40569,-1
40570,7
40571,0
40573,2
40582,1
40583,0
40584,0
40585,12
40586,12
40590,1
40592,1
40593,
40594,24
40595,0
40597,6
40599,24
40601,16
40610,1
40611,0
40613,19
40620,9
40621,0
40622,0
40624,2
40627,0
40630,
40631,8
40633,
40637,7
40638,9
40642,9
40644,9
40645,1
40649,7
40650,0
40653,
40656,
40658,1
40662,13
40663,1
40664,14
40666,9
40668,4
40672,7
40673,11
40674,7
40675,6
40681,1
40682,7
40684,18
40689,0
40691,7
40692,8
40696,9
40701,1
40702,1
40705,
40707,7
40709,0
40710,6
40711,7
40712,0
40713,0
40715,7
40716,9
40719,0
40721,6
40724,4
40727,7
40728,4
40730,9
40731,26
40732,7
40733,0
40734,6
40736,0
40737,1
40738,-1
40740,1
40741,0
40742,0
40743,0
40745,0
40746,1
40748,8
40750,8
40752,6
40758,23
40759,0
40760,0
40762,6
40763,4
40764,0
40766,7
40769,24
40770,6
40772,0
40773,
40776,1
40777,7
40779,19
40782,4
40787,15
40790,0
40791,0
40794,-1
40795,0
40796,1
40800,12
40801,12
40802,-1
40805,0
40807,0
40809,13
40811,0
40814,1
40820,7
40821,6
40822,1
40823,26
40826,1
40829,0
40830,9
40831,-1
40832,15
40836,7
40840,0
40842,0
40843,12
40847,1
40848,7
40849,0
40851,22
40852,0
40853,1
40854,22
40856,26
40857,0
40862,13
40863,-1
40865,7
40866,4
40867,6
40875,0
40876,14
40877,6
40878,6
40880,0
40881,7
40883,0
40885,16
40887,0
40888,13
40889,0
40890,
40893,14
40895,6
40898,-1
40900,1
40902,1
40905,9
40907,6
40909,-1
40913,0
40915,8
40918,0
40919,6
40920,0
40922,12
40923,
40925,0
40926,0
40930,0
40932,-1
40935,1
40936,7
40937,0
40939,6
40940,9
40941,0
40942,
40944,1
40946,6
40948,
40950,9
40951,6
40953,7
40955,0
40956,1
40957,
40960,0
40961,7
40962,24
40964,8
40966,6
40967,0
40970,1
40971,7
40974,9
40977,0
40979,0
40981,7
40982,0
40983,-1
40985,24
40986,
40989,-1
40990,0
40993,8
40995,12
40997,7
40998,
40999,19
41001,0
41002,0
41004,0
41011,
41013,18
41014,1
41015,-1
41017,12
41019,0
41025,1
41027,0
41028,0
41029,0
41030,15
41032,0
41033,15
41035,-1
41039,13
41041,1
41043,0
41046,12
41052,9
41054,7
41057,7
41058,7
41059,13
41061,17
41062,13
41063,14
41065,-1
41067,0
41068,-1
41069,-1
41071,13
41072,7
41080,9
41081,1
41082,6
41083,0
41084,14
41085,6
41088,17
41089,0
41092,4
41093,-1
41094,1
41096,0
41097,0
41098,2
41099,-1
41101,7
41102,6
41104,1
41106,0
41107,0
41109,17
41111,0
41115,9
41116,-1
41118,0
41119,13
41120,21
41121,26
41123,0
41124,6
41127,13
41131,23
41132,0
41135,7
41136,7
41139,0
41140,4
41141,0
41142,7
41145,7
41146,5
41153,6
41154,21
41155,0
41156,7
41159,0
41160,12
41161,0
41163,24
41164,1
41166,1
41168,1
41173,1
41174,7
41176,9
41177,7
41178,0
41182,0
41183,13
41184,7
41185,1
41186,7
41187,7
41188,-1
41190,2
41191,1
41193,7
41194,9
41195,0
41196,6
41198,13
41200,0
41201,0
41202,1
41205,
41208,-1
41210,12
41211,0
41212,8
41213,7
41214,9
41215,6
41216,1
41221,9
41222,
41223,6
41224,
41226,4
41227,4
41230,24
41234,0
41237,1
41242,1
41243,0
41249,1
41250,9
41252,0
41253,0
41259,19
41260,16
41261,1
41262,0
41263,1
41264,7
41265,1
41269,7
41275,
41276,6
41277,13
41278,0
41282,12
41283,6
41284,19
41287,13
41289,0
41291,
41296,8
41298,
41299,8
41300,13
41301,0
41302,7
41303,7
41304,22
41305,9
41306,-1
41307,9
41308,0
41310,-1
41311,12
41314,2
41317,7
41320,19
41323,0
41324,7
41325,12
41327,0
41328,0
41329,13
41330,9
41332,
41334,12
41335,1
41336,0
41338,6
41339,26
41342,7
41344,1
41346,-1
41348,7
41350,0
41352,7
41355,20
41356,23
41358,12
41359,0
41361,15
41362,6
41364,0
41365,16
41366,0
41367,23
41369,0
41371,9
41372,6
41375,8
41376,7
41378,23
41379,4
41380,
41381,0
41382,7
41383,0
41385,
41389,
41390,0
41392,0
41394,0
41395,7
41397,
41399,7
41400,7
41402,0
41403,0
41405,
41407,7
41408,1
41409,6
41410,24
41415,7
41418,13
41419,0
41421,4
41423,-1
41424,
41427,9
41430,
41431,10
41432,26
41433,6
41435,1
41436,6
41437,4
41438,0
41439,0
41441,6
41442,-1
41443,1
41444,22
41446,-1
41447,8
41450,6
41453,0
41454,8
41456,
41461,4
41462,
41463,10
41464,0
41466,
41467,-1
41468,12
41469,0
41473,-1
41474,26
41475,14
41477,1
41480,0
41482,7
41484,
41488,0
41489,7
41490,0
41492,9
41494,6
41497,1
41498,
41499,0
41501,13
41502,0
41505,26
41507,7
41510,0
41512,0
41513,2
41515,4
41520,26
41524,0
41526,-1
41530,0
41531,0
41532,0
41534,16
41538,-1
41540,1
41541,0
41543,0
41544,1
41546,0
41549,7
41550,0
41552,20
41554,15
41558,0
41561,0
41564,9
41566,0
41567,1
41568,6
41569,0
41573,1
41574,9
41576,6
41577,0
41578,26
41580,
41581,2
41585,0
41587,15
41589,0
41590,12
41591,15
41592,0
41593,6
41595,7
41596,26
41597,
41598,1
41601,0
41602,7
41606,9
41611,1
41614,0
41616,0
41618,-1
41620,9
41621,6
41624,0
41627,0
41629,6
41631,8
41632,24
41633,7
41634,7
41636,-1
41638,0
41639,-1
41640,23
41641,1
41642,9
41643,4
41645,9
41646,24
41650,9
41651,12
41653,0
41658,9
41664,8
41667,1
41670,26
41671,15
41673,7
41674,0
41676,4
41678,0
41679,
41683,12
41684,0
41685,6
41686,6
41687,12
41690,6
41691,13
41692,21
41693,0
41694,0
41695,7
41696,2
41697,0
41701,1
41702,0
41704,-1
41705,0
41706,6
41708,13
41709,0
41710,0
41712,6
41716,1
41717,0
41718,0
41721,0
41722,
41724,9
41725,6
41727,6
41729,0
41733,
41734,
41735,0
41738,4
41740,1
41743,
41745,7
41746,19
41750,9
41754,7
41757,9
41760,1
41761,-1
41763,4
41764,8
41765,12
41766,20
41767,-1
41769,0
41773,9
41774,0
41779,8
41783,6
41789,0
41790,0
41791,13
41792,1
41794,6
41796,0
41797,9
41807,6
41808,4
41811,7
41812,0
41816,0
41818,4
41819,0
41820,13
41821,1
41822,1
41824,0
41825,1
41826,24
41831,1
41832,0
41833,0
41834,0
41835,19
41837,6
41840,
41842,0
41847,8
41848,
41849,2
41851,0
41854,23
41858,8
41860,0
41862,1
41866,7
41867,
41870,1
41871,24
41872,6
41873,0
41874,2
41875,0
41876,1
41879,24
41881,0
41883,9
41886,6
41887,0
41888,21
41889,0
41890,7
41891,-1
41892,6
41893,7
41894,7
41895,13
41899,1
41900,8
41902,1
41903,9
41905,4
41906,15
41907,0
41909,7
41912,19
41913,9
41914,9
41915,13
41924,
41929,9
41930,0
41932,0
41935,13
41936,0
41937,0
41941,12
41942,7
41944,7
41945,0
41946,22
41947,17
41949,23
41950,4
41952,0
41953,13
41954,2
41955,1
41959,6
41960,0
41961,6
41963,7
41964,6
41966,7
41968,13
41969,7
41970,7
41973,21
41974,0
41975,1
41978,7
41979,1
41980,1
41982,4
41984,7
41993,19
41994,0
41995,1
41997,15
41999,0
42000,
42003,0
42004,1
42005,4
42008,-1
42009,8
42013,16
42014,0
42016,
42017,21
42018,
42019,0
42021,7
42022,0
42024,6
42026,
42027,0
42029,0
42030,0
42033,0
42036,-1
42039,1
42042,9
42043,0
42047,0
42048,9
42050,
42055,0
42056,
42057,11
42058,0
42060,24
42061,4
42063,23
42066,
42069,0
42070,22
42073,0
42074,22
42077,0
42079,1
42080,
42081,12
42082,1
42083,0
42087,1
42088,6
42089,22
42091,18
42093,
42094,7
42096,-1
42097,1
42099,0
42101,1
42102,1
42103,
42105,1
42110,7
42113,-1
42122,6
42126,-1
42127,13
42128,24
42129,7
42130,6
42131,0
42133,
42134,0
42138,
42139,0
42140,7
42149,-1
42152,22
42153,-1
42156,0
42157,7
42161,6
42164,0
42170,9
42176,2
42180,0
42181,12
42182,12
42183,
42184,12
42185,9
42187,4
42188,0
42189,2
42190,7
42193,6
42195,6
42196,0
42197,-1
42199,0
42202,1
42207,6
42208,13
42209,
42211,
42214,0
42215,
42216,1
42217,14
42220,6
42223,0
42226,12
42227,1
42229,
42231,9
42235,0
42237,
42238,
42239,13
42240,-1
42242,0
42243,4
42248,12
42250,7
42251,0
42252,0
42254,0
42255,0
42256,0
42260,0
42261,23
42264,12
42265,-1
42268,0
42271,0
42272,23
42274,0
42275,26
42277,1
42280,6
42282,7
42286,6
42289,13
42291,13
42293,6
42296,6
42297,
42298,0
42299,0
42302,13
42303,12
42305,-1
42315,0
42318,16
42319,13
42321,-1
42324,-1
42325,6
42326,7
42327,15
42330,1
42334,6
42335,6
42336,0
42337,1
42338,15
42344,
42347,1
42348,6
42349,1
42350,0
42352,
42353,-1
42354,1
42355,1
42356,0
42359,7
42360,0
42365,18
42367,4
42368,7
42369,22
42370,0
42371,
42377,0
42379,26
42380,
42382,24
42383,7
42387,12
42389,14
42391,12
42394,2
42395,22
42396,6
42397,6
42399,7
42403,0
42406,6
42408,4
42409,24
42410,7
42411,4
42412,20
42414,0
42415,1
42417,26
42421,14
42422,-1
42423,19
42424,14
42428,2
42430,
42435,7
42439,0
42446,0
42448,7
42458,0
42461,
42465,0
42467,1
42469,9
42473,0
42474,4
42475,0
42476,1
42479,1
42482,13
42485,0
42490,18
42492,0
42499,26
42500,19
42503,7
42506,0
42509,0
42512,0
42514,-1
42517,0
42518,0
42521,-1
42522,
42526,13
42528,21
42529,0
42531,7
42535,0
42536,21
42539,0
42541,
42543,13
42548,
42549,9
42552,
42554,6
42556,12
42558,0
42563,0
42567,0
42572,23
42573,21
42574,1
42575,0
42577,0
42578,24
42582,15
42584,8
42585,22
42586,0
42588,0
42589,0
42591,-1
42593,7
42594,7
42595,23
42597,0
42598,12
42599,0
42605,9
42607,0
42610,-1
42614,0
42619,7
42621,7
42623,0
42626,1
42627,0
42628,8
42634,-1
42639,0
42640,7
42641,18
42642,7
42644,0
42648,15
42649,0
42652,13
42655,20
42657,0
42658,7
42660,7
42661,0
42667,6
42668,1
42672,0
42673,7
42680,1
42682,12
42683,1
42684,6
42685,0
42686,0
42689,6
42690,1
42692,-1
42694,
42698,-1
42699,1
42701,18
42702,
42706,1
42707,13
42709,9
42716,-1
42719,7
42720,18
42721,12
42722,0
42723,0
42724,1
42728,6
42730,1
42733,-1
42735,6
42738,24
42745,7
42746,-1
42748,7
42749,7
42750,4
42752,-1
42755,12
42759,12
42761,6
42762,0
42765,1
42767,6
42769,1
42770,0
42772,
42774,7
42776,23
42782,7
42783,
42784,7
42785,
42791,-1
42794,14
42797,6
42799,9
42800,0
42801,10
42805,9
42807,
42809,16
42810,22
42811,7
42812,
42818,1
42821,20
42822,0
42823,16
42824,0
42830,18
42834,
42839,0
42840,
42841,7
42844,6
42846,13
42849,0
42851,0
42853,9
42857,26
42861,0
42862,15
42863,0
42867,0
42868,0
42870,7
42872,12
42873,7
42874,16
42896,0
42897,0
42899,1
42902,0
42904,4
42910,6
42911,0
42913,0
42915,26
42917,7
42918,13
42924,
42929,4
42935,7
42936,1
42937,7
42940,5
42942,0
42943,0
42946,12
42947,0
42953,0
42958,0
42959,0
42962,0
42964,0
42966,4
42968,23
42970,8
42972,0
42978,9
42979,0
42980,6
42982,-1
42983,9
42989,26
42990,7
42993,6
42994,7
42996,8
42997,6
43000,-1
43007,6
43009,8
43010,
43013,9
43014,
43016,17
43017,1
43019,0
43020,16
43021,
43022,0
43023,0
43024,16
43025,13
43030,6
43031,7
43032,2
43039,-1
43043,6
43044,-1
43047,0
43048,0
43055,7
43056,7
43057,0
43058,0
43059,21
43064,6
43066,2
43071,0
43072,1
43073,1
43078,-1
43079,2
43081,26
43083,0
43086,0
43087,
43088,1
43095,15
43097,12
43102,15
43103,0
43110,0
43111,15
43114,7
43118,8
43120,2
43121,6
43123,
43126,7
43127,1
43132,0
43135,0
43138,0
43139,0
43142,0
43143,0
43145,6
43147,1
43148,7
43150,0
43152,-1
43153,7
43155,26
43157,0
43160,0
43164,6
43166,7
43169,0
43171,12
43175,6
43184,0
43186,0
43188,7
43190,6
43200,13
43202,6
43204,0
43206,1
43213,6
43215,
43220,23
43221,1
43224,
43227,7
43233,2
43235,6
43237,1
43238,26
43239,1
43248,6
43253,1
43256,15
43257,0
43261,11
43262,
43263,23
43265,26
43267,6
43268,0
43274,4
43277,1
43281,0
43284,23
43289,-1
43300,
43302,12
43306,0
43313,0
43316,6
43317,9
43318,0
43319,0
43320,1
43321,6
43324,0
43328,26
43329,
43332,6
43333,23
43334,0
43338,15
43339,0
43340,4
43341,15
43345,22
43346,12
43348,0
43354,7
43356,6
43361,13
43363,6
43365,-1
43366,0
43371,-1
43374,
43378,-1
43381,-1
43386,0
43387,0
43389,0
43397,
43399,6
43400,7
43402,-1
43403,-1
43406,
43409,9
43410,1
43411,0
43415,0
43418,0
43419,6
43420,21
43423,
43426,1
43427,13
43436,0
43438,0
43439,0
43442,7
43444,9
43445,10
43448,6
43453,
43455,-1
43457,22
43458,6
43461,0
43463,-1
43464,21
43465,7
43468,7
43469,-1
43471,-1
43472,1
43474,0
43476,14
43477,0
43478,7
43482,6
43483,12
43485,7
43491,6
43492,9
43498,0
43501,0
43502,6
43505,1
43506,0
43509,0
43520,0
43523,0
43527,13
43528,12
43529,6
43531,
43534,12
43536,0
43539,12
43541,6
43542,-1
43546,0
43549,9
43555,9
43558,0
43563,0
43566,0
43572,0
43574,12
43578,1
43579,0
43580,15
43585,
43586,0
43587,1
43596,0
43599,4
43601,0
43602,0
43603,0
43605,2
43611,4
43613,0
43615,
43617,
43619,2
43620,0
43621,6
43622,
43629,17
43632,26
43635,-1
43639,14
43642,
43645,0
43646,9
43647,9
43648,7
43650,-1
43653,0
43662,2
43663,7
43667,
43669,0
43671,0
43675,6
43684,20
43687,0
43688,0
43689,0
43690,0
43691,6
43693,6
43694,1
43695,1
43697,0
43703,8
43704,9
43706,7
43707,24
43709,1
43724,0
43725,8
43727,6
43728,13
43729,13
43730,1
43735,1
43741,0
43745,0
43749,
43751,0
43754,0
43755,0
43756,26
43758,
43759,0
43762,16
43770,0
43773,0
43778,
43779,6
43780,-1
43783,0
43784,
43786,0
43787,6
43789,0
43790,9
43792,0
43793,7
43798,12
43802,0
43804,13
43805,13
43806,1
43807,26
43811,0
43812,18
43815,20
43816,17
43817,
43820,1
43822,6
43825,1
43828,0
43830,8
43832,
43835,14
43837,0
43840,
43842,0
43844,0
43850,7
43861,0
43863,0
43865,1
43868,9
43871,2
43872,1
43873,0
43876,0
43877,0
43878,0
43880,1
43881,-1
43883,24
43887,19
43889,
43890,12
43896,7
43897,0
43902,
43903,0
43909,6
43913,8
43914,0
43916,6
43918,0
43919,6
43921,0
43924,21
43927,-1
43930,
43936,13
43941,1
43942,4
43943,
43944,7
43945,7
43956,7
43957,0
43958,0
43959,1
43961,7
43963,20
43966,
43968,0
43970,7
43971,13
43974,1
43976,4
43977,0
43978,0
43979,0
43981,6
43982,9
43989,22
43996,7
43997,7
43998,-1
44003,0
44005,9
44008,14
44011,7
44015,0
44017,24
44022,9
44027,26
44028,0
44029,-1
44032,12
44038,6
44039,0
44040,1
44042,6
44047,6
44049,1
44055,2
44056,8
44060,1
44061,-1
44067,0
44068,9
44069,-1
44070,0
44072,0
44077,13
44078,0
44079,13
44087,8
44091,
44100,0
44101,-1
44102,15
44106,0
44110,
44111,7
44113,0
44114,6
44115,1
44116,1
44123,
44126,0
44134,0
44135,
44138,7
44140,26
44142,20
44145,
44146,9
44148,16
44149,1
44153,-1
44155,6
44156,0
44157,7
44161,0
44164,1
44166,-1
44170,9
44176,23
44177,1
44179,-1
44180,0
44181,0
44182,22
44183,7
44188,0
44191,26
44193,0
44194,1
44213,
44214,0
44225,1
44226,23
44228,7
44229,7
44233,0
44237,0
44240,1
44242,12
44243,0
44245,13
44246,15
44248,17
44250,0
44254,-1
44258,7
44261,6
44268,8
44269,6
44272,
44273,
44274,-1
44281,2
44285,0
44288,15
44289,7
44293,0
44295,-1
44299,0
44300,0
44304,6
44305,0
44312,-1
44315,0
44319,13
44320,
44321,
44322,0
44324,
44332,0
44335,7
44340,1
44344,-1
44350,6
44352,15
44353,6
44354,0
44355,9
44356,0
44357,-1
44358,9
44360,6
44370,23
44372,13
44374,12
44375,0
44376,7
44377,0
44383,-1
44384,0
44386,0
44388,0
44389,19
44394,1
44396,0
44399,13
44400,6
44402,0
44410,22
44411,1
44412,9
44413,9
44414,
44419,26
44421,0
44423,
44425,12
44426,7
44428,6
44435,0
44439,0
44445,4
44449,0
44450,4
44452,-1
44453,
44455,
44456,12
44458,0
44461,0
44465,12
44468,13
44469,
44471,0
44473,0
44474,0
44477,0
44479,1
44480,22
44482,0
44483,18
44484,-1
44486,0
44489,0
44491,12
44492,
44494,1
44496,0
44501,9
44502,6
44504,6
44505,0
44508,0
44510,0
44516,8
44519,6
44522,0
44526,6
44527,8
44529,6
44530,1
44532,8
44538,22
44539,1
44540,7
44541,
44543,0
44545,
44550,
44552,0
44554,13
44556,20
44558,0
44564,26
44565,15
44566,0
44577,0
44582,0
44583,7
44584,0
44586,13
44588,26
44591,0
44592,7
44593,7
44596,7
44597,-1
44603,12
44607,0
44615,
44618,12
44623,0
44624,0
44626,8
44630,12
44632,12
44634,13
44635,0
44639,1
44641,24
44642,22
44646,4
44647,1
44649,
44656,0
44657,13
44659,0
44662,0
44667,0
44672,13
44674,0
44675,
44679,7
44683,
44685,0
44690,1
44693,7
44694,13
44699,7
44703,13
44705,1
44706,0
44712,1
44713,-1
44717,0
44718,8
44719,6
44722,-1
44729,0
44734,22
44736,0
44738,
44740,1
44741,7
44742,-1
44745,4
44746,22
44747,6
44750,1
44751,
44753,7
44755,-1
44756,20
44768,13
44774,12
44776,24
44781,0
44782,6
44788,6
44791,6
44792,0
44794,
44795,13
44798,26
44800,7
44802,7
44806,15
44813,0
44815,7
44818,1
44819,12
44828,0
44831,15
44833,12
44835,-1
44836,13
44843,0
44844,7
44850,0
44851,8
44852,15
44854,
44855,0
44858,7
44860,0
44865,0
44867,7
44869,
44870,8
44873,
44889,
44890,0
44892,8
44900,
44905,1
44906,2
44907,1
44911,6
44915,12
44918,1
44923,9
44926,7
44930,26
44931,-1
44933,0
44935,13
44936,-1
44937,0
44938,6
44939,6
44944,-1
44945,6
44947,
44955,0
44956,6
44957,13
44962,
44963,8
44966,0
44968,0
44972,-1
44977,0
44978,
44979,1
44980,13
44981,1
